country,title,authors,abstract
Denmark,The unprecedented 2022 extreme summer heatwaves increased harmful cyanobacteria blooms.,"Na Li, Yunlin Zhang, Yibo Zhang, Kun Shi, Haiming Qian, Huayin Yang, Yongkang Niu, Boqiang Qin, Guangwei Zhu, R Iestyn Woolway, Erik Jeppesen","Heatwaves are increasing and expected to intensify in coming decades with global warming. However, direct evidence and knowledge of the mechanisms of the effects of heatwaves on harmful cyanobacteria blooms are limited and unclear. In 2022, we measured chlorophyll-a (Chla) at 20-s intervals based on a novel ground-based proximal sensing system (GBPSs) in the shallow eutrophic Lake Taihu and combined in situ Chla measurements with meteorological data to explore the impacts of heatwaves on cyanobacterial blooms and the potential relevant mechanisms. We found that three unprecedented summer heatwaves (July 4-15, July 22-August 16, and August 18-23) lasting a total of 44 days were observed with average maximum air temperatures (MATs) of 38.1 ± 1.9 °C, 38.7 ± 1.9 °C, and 40.2 ± 2.1 °C, respectively, and that these heatwaves were characterized by high air temperature, strong PAR, low wind speed and rainfall. The daily Chla significantly increased with increasing MAT and photosynthetically active radiation (PAR) and decreasing wind speed, revealing a clear promotion effect on harmful cyanobacteria blooms from the heatwaves. Moreover, the combined effects of high temperature, strong PAR and low wind, enhanced the stability of the water column, the light availability and the phosphorus release from the sediment which ultimately boosted cyanobacteria blooms. The projected increase in heatwave occurrence under future climate change underscores the urgency of reducing nutrient input to eutrophic lakes to combat cyanobacteria growth and of improving early warning systems to ensure secure water management."
Denmark,An Occupational Heat-Health Warning System for Europe: The HEAT-SHIELD Platform.,"Marco Morabito, Alessandro Messeri, Pascal Noti, Ana Casanueva, Alfonso Crisci, Sven Kotlarski, Simone Orlandini, Cornelia Schwierz, Christoph Spirig, Boris R M Kingma, Andreas D Flouris, Lars Nybo","Existing heat-health warning systems focus on warning vulnerable groups in order to reduce mortality. However, human health and performance are affected at much lower environmental heat strain levels than those directly associated with higher mortality. Moreover, workers are at elevated health risks when exposed to prolonged heat. This study describes the multilingual ""HEAT-SHIELD occupational warning system"" platform (https://heatshield.zonalab.it/) operating for Europe and developed within the framework of the HEAT-SHIELD project. This system is based on probabilistic medium-range forecasts calibrated on approximately 1800 meteorological stations in Europe and provides the ensemble forecast of the daily maximum heat stress. The platform provides a non-customized output represented by a map showing the weekly maximum probability of exceeding a specific heat stress condition, for each of the four upcoming weeks. Customized output allows the forecast of the personalized local heat-stress-risk based on workers' physical, clothing and behavioral characteristics and the work environment (outdoors in the sun or shade), also taking into account heat acclimatization. Personal daily heat stress risk levels and behavioral suggestions (hydration and work breaks recommended) to be taken into consideration in the short term (5 days) are provided together with long-term heat risk forecasts (up to 46 days), all which are useful for planning work activities. The HEAT-SHIELD platform provides adaptation strategies for ""managing"" the impact of global warming."
Denmark,Overview of Existing Heat-Health Warning Systems in Europe.,"Ana Casanueva, Annkatrin Burgstall, Sven Kotlarski, Alessandro Messeri, Marco Morabito, Andreas D Flouris, Lars Nybo, Christoph Spirig, Cornelia Schwierz","The frequency of extreme heat events, such as the summer of 2003 in Europe, and their corresponding consequences for human beings are expected to increase under a warmer climate. The joint collaboration of institutional agencies and multidisciplinary approaches is essential for a successful development of heat-health warning systems and action plans which can reduce the impacts of extreme heat on the population. The present work constitutes a state-of-the-art review of 16 European heat-health warning systems and heat-health action plans, based on the existing literature, web search (over the National Meteorological Services websites) and questionnaires. The aim of this study is to pave the way for future heat-health warning systems, such as the one currently under development in the framework of the Horizon 2020 HEAT-SHIELD project. Some aspects are highlighted among the variety of examined European warning systems. The meteorological variables that trigger the warnings should present a clear link with the impact under consideration and should be chosen depending on the purpose and target of the warnings. Setting long-term planning actions as well as pre-alert levels might prevent and reduce damages due to heat. Finally, education and communication are key elements of the success of a warning system."
Barbados,Not found,Not found,Not found
Belize,Not found,Not found,Not found
Namibia,Not found,Not found,Not found
Qatar,Not found,Not found,Not found
Rwanda,Not found,Not found,Not found
Serbia,Not found,Not found,Not found
Nepal,Not found,Not found,Not found
Denmark,The unprecedented 2022 extreme summer heatwaves increased harmful cyanobacteria blooms.,"Na Li, Yunlin Zhang, Yibo Zhang, Kun Shi, Haiming Qian, Huayin Yang, Yongkang Niu, Boqiang Qin, Guangwei Zhu, R Iestyn Woolway, Erik Jeppesen","Heatwaves are increasing and expected to intensify in coming decades with global warming. However, direct evidence and knowledge of the mechanisms of the effects of heatwaves on harmful cyanobacteria blooms are limited and unclear. In 2022, we measured chlorophyll-a (Chla) at 20-s intervals based on a novel ground-based proximal sensing system (GBPSs) in the shallow eutrophic Lake Taihu and combined in situ Chla measurements with meteorological data to explore the impacts of heatwaves on cyanobacterial blooms and the potential relevant mechanisms. We found that three unprecedented summer heatwaves (July 4-15, July 22-August 16, and August 18-23) lasting a total of 44 days were observed with average maximum air temperatures (MATs) of 38.1 ± 1.9 °C, 38.7 ± 1.9 °C, and 40.2 ± 2.1 °C, respectively, and that these heatwaves were characterized by high air temperature, strong PAR, low wind speed and rainfall. The daily Chla significantly increased with increasing MAT and photosynthetically active radiation (PAR) and decreasing wind speed, revealing a clear promotion effect on harmful cyanobacteria blooms from the heatwaves. Moreover, the combined effects of high temperature, strong PAR and low wind, enhanced the stability of the water column, the light availability and the phosphorus release from the sediment which ultimately boosted cyanobacteria blooms. The projected increase in heatwave occurrence under future climate change underscores the urgency of reducing nutrient input to eutrophic lakes to combat cyanobacteria growth and of improving early warning systems to ensure secure water management."
Denmark,An Occupational Heat-Health Warning System for Europe: The HEAT-SHIELD Platform.,"Marco Morabito, Alessandro Messeri, Pascal Noti, Ana Casanueva, Alfonso Crisci, Sven Kotlarski, Simone Orlandini, Cornelia Schwierz, Christoph Spirig, Boris R M Kingma, Andreas D Flouris, Lars Nybo","Existing heat-health warning systems focus on warning vulnerable groups in order to reduce mortality. However, human health and performance are affected at much lower environmental heat strain levels than those directly associated with higher mortality. Moreover, workers are at elevated health risks when exposed to prolonged heat. This study describes the multilingual ""HEAT-SHIELD occupational warning system"" platform (https://heatshield.zonalab.it/) operating for Europe and developed within the framework of the HEAT-SHIELD project. This system is based on probabilistic medium-range forecasts calibrated on approximately 1800 meteorological stations in Europe and provides the ensemble forecast of the daily maximum heat stress. The platform provides a non-customized output represented by a map showing the weekly maximum probability of exceeding a specific heat stress condition, for each of the four upcoming weeks. Customized output allows the forecast of the personalized local heat-stress-risk based on workers' physical, clothing and behavioral characteristics and the work environment (outdoors in the sun or shade), also taking into account heat acclimatization. Personal daily heat stress risk levels and behavioral suggestions (hydration and work breaks recommended) to be taken into consideration in the short term (5 days) are provided together with long-term heat risk forecasts (up to 46 days), all which are useful for planning work activities. The HEAT-SHIELD platform provides adaptation strategies for ""managing"" the impact of global warming."
